pl,po,st,mt
7,13,0.00037932395935058594,0.17388224601745605
7,15,0.0003657341003417969,0.17147159576416016
7,17,0.0003757476806640625,0.1781172752380371
7,19,0.0003676414489746094,0.1724691390991211
7,21,0.00038051605224609375,0.17200040817260742
7,23,0.00038743019104003906,0.17284727096557617
7,25,0.00035834312438964844,0.17466950416564941
7,27,0.0003657341003417969,0.17282342910766602
7,29,0.00037169456481933594,0.17195796966552734
7,31,0.0003681182861328125,0.17363405227661133
7,33,0.0003643035888671875,0.17202401161193848
7,35,0.0003638267517089844,0.17148947715759277
7,37,0.0003662109375,0.1724853515625
7,39,0.0003845691680908203,0.1739673614501953
7,41,0.0003612041473388672,0.17381978034973145
7,43,0.0003800392150878906,0.1752476692199707
7,45,0.00036144256591796875,0.17487168312072754
7,47,0.0003688335418701172,0.1712493896484375
7,49,0.0003743171691894531,0.1719822883605957
7,51,0.0003604888916015625,0.17175769805908203
7,53,0.0003566741943359375,0.1719954013824463
7,55,0.0003666877746582031,0.17450308799743652
7,57,0.0003650188446044922,0.17162561416625977
7,59,0.00037169456481933594,0.17327547073364258
7,61,0.00036525726318359375,0.17237091064453125
7,63,0.0003707408905029297,0.17079782485961914
7,65,0.00036716461181640625,0.1718153953552246
7,67,0.00037169456481933594,0.1694636344909668
7,69,0.00036644935607910156,0.17228126525878906
7,71,0.0003674030303955078,0.17118167877197266
7,73,0.0003650188446044922,0.17076325416564941
7,75,0.0003628730773925781,0.17278027534484863
7,77,0.00035953521728515625,0.1712508201599121
7,79,0.00037288665771484375,0.17164373397827148
7,81,0.0003693103790283203,0.17149662971496582
7,83,0.0003712177276611328,0.17069745063781738
7,85,0.0003769397735595703,0.17217350006103516
7,87,0.00036835670471191406,0.1724379062652588
7,89,0.000370025634765625,0.17247891426086426
7,91,0.00036144256591796875,0.1728348731994629
7,93,0.0003647804260253906,0.17168974876403809
7,95,0.00035572052001953125,0.17212128639221191
7,97,0.0003604888916015625,0.17136192321777344
7,99,0.0003638267517089844,0.17267704010009766
9,1,0.00035381317138671875,0.17307686805725098
9,3,0.0003829002380371094,0.1767594814300537
9,5,0.0003769397735595703,0.1731560230255127
9,7,0.00036144256591796875,0.17208361625671387
9,9,0.00036716461181640625,0.17040157318115234
9,11,0.0003681182861328125,0.1712501049041748
9,13,0.00036454200744628906,0.1707305908203125
9,15,0.00037288665771484375,0.17147231101989746
9,17,0.0003612041473388672,0.1715543270111084
9,19,0.00035953521728515625,0.17045092582702637
9,21,0.0003991127014160156,0.17061972618103027
9,23,0.0003714561462402344,0.17353248596191406
9,25,0.0003578662872314453,0.17610931396484375
9,27,0.00035643577575683594,0.17264127731323242
9,29,0.0003561973571777344,0.17027640342712402
9,31,0.00035953521728515625,0.17016339302062988
9,33,0.0003619194030761719,0.1713728904724121
9,35,0.0003757476806640625,0.17139124870300293
9,37,0.0003590583801269531,0.1707625389099121
9,39,0.0003638267517089844,0.1705782413482666
9,41,0.00037097930908203125,0.1749420166015625
9,43,0.00037217140197753906,0.1733086109161377
9,45,0.0003643035888671875,0.17301440238952637
9,47,0.0003597736358642578,0.17147016525268555
9,49,0.0003654956817626953,0.1703181266784668
9,51,0.0003590583801269531,0.1709589958190918
9,53,0.0003676414489746094,0.17422151565551758
9,55,0.0003790855407714844,0.17175793647766113
9,57,0.0003604888916015625,0.17029213905334473
9,59,0.0003724098205566406,0.17007684707641602
9,61,0.0003819465637207031,0.17058229446411133
9,63,0.0003705024719238281,0.17098689079284668
9,65,0.00036835670471191406,0.17079639434814453
9,67,0.00037860870361328125,0.17156410217285156
9,69,0.0003695487976074219,0.17375445365905762
9,71,0.00038123130798339844,0.17003607749938965
9,73,0.0003733634948730469,0.17024016380310059
9,75,0.0003628730773925781,0.17194056510925293
9,77,0.0003609657287597656,0.16979384422302246
9,79,0.00036215782165527344,0.17023181915283203
9,81,0.00035691261291503906,0.17469167709350586
9,83,0.0003688335418701172,0.17134881019592285
9,85,0.00036835670471191406,0.16990113258361816
9,87,0.0003650188446044922,0.17022705078125
9,89,0.0003592967987060547,0.1739187240600586
9,91,0.0003657341003417969,0.17232847213745117
9,93,0.00036907196044921875,0.1713094711303711
9,95,0.00039505958557128906,0.1712486743927002
9,97,0.00036978721618652344,0.1704094409942627
9,99,0.0003685951232910156,0.16988134384155273
11,1,0.0003745555877685547,0.1711714267730713
11,3,0.00036215782165527344,0.17081546783447266
11,5,0.0003674030303955078,0.1712477207183838
11,7,0.0003635883331298828,0.16988420486450195
11,9,0.0003714561462402344,0.1720881462097168
11,11,0.0003788471221923828,0.17266488075256348
11,13,0.00037479400634765625,0.17545580863952637
11,15,0.00036454200744628906,0.17111754417419434
11,17,0.0003769397735595703,0.17415547370910645
11,19,0.000362396240234375,0.17161130905151367
11,21,0.0003781318664550781,0.17534565925598145
11,23,0.00038814544677734375,0.17209362983703613
11,25,0.00036144256591796875,0.17250657081604004
11,27,0.00036144256591796875,0.17085742950439453
11,29,0.0003693103790283203,0.17353606224060059
11,31,0.00035572052001953125,0.17242217063903809
11,33,0.0003750324249267578,0.17108988761901855
11,35,0.0003643035888671875,0.17090606689453125
11,37,0.0003662109375,0.17098188400268555
11,39,0.000385284423828125,0.17594265937805176
11,41,0.000362396240234375,0.1711287498474121
11,43,0.0003693103790283203,0.17346644401550293
11,45,0.0003695487976074219,0.17282605171203613
11,47,0.0003616809844970703,0.17287755012512207
11,49,0.00037932395935058594,0.1735677719116211
11,51,0.00037384033203125,0.17348289489746094
11,53,0.00036597251892089844,0.17506790161132812
11,55,0.0003719329833984375,0.17215967178344727
11,57,0.00036215782165527344,0.17037606239318848
11,59,0.0003628730773925781,0.1718597412109375
11,61,0.000370025634765625,0.17181634902954102
11,63,0.00037217140197753906,0.17296385765075684
11,65,0.00036263465881347656,0.1716175079345703
11,67,0.0003654956817626953,0.17236995697021484
11,69,0.0003571510314941406,0.17061400413513184
11,71,0.0003688335418701172,0.17220807075500488
11,73,0.00038051605224609375,0.17171382904052734
11,75,0.0003733634948730469,0.17292118072509766
11,77,0.0003654956817626953,0.17381668090820312
11,79,0.0003695487976074219,0.17431235313415527
11,81,0.00037360191345214844,0.17178606986999512
11,83,0.00036644935607910156,0.17252564430236816
11,85,0.00037384033203125,0.1719677448272705
11,87,0.00037217140197753906,0.17445707321166992
11,89,0.00035834312438964844,0.17026209831237793
11,91,0.0003771781921386719,0.17206430435180664
11,93,0.0003745555877685547,0.17048859596252441
11,95,0.0003707408905029297,0.17335987091064453
11,97,0.00036525726318359375,0.171309232711792
11,99,0.00035953521728515625,0.17126846313476562
13,1,0.0003705024719238281,0.17283320426940918
13,3,0.00035762786865234375,0.17253470420837402
13,5,0.000370025634765625,0.17029476165771484
13,7,0.00036597251892089844,0.1712336540222168
13,9,0.00036907196044921875,0.1743009090423584
13,11,0.00037598609924316406,0.17121505737304688
13,13,0.00036525726318359375,0.16998744010925293
13,15,0.00036215782165527344,0.17031264305114746
13,17,0.0003733634948730469,0.17732524871826172
13,19,0.0003674030303955078,0.17103862762451172
13,21,0.00037360191345214844,0.17811179161071777
13,23,0.0003635883331298828,0.16998529434204102
13,25,0.0003752708435058594,0.17249298095703125
13,27,0.0003628730773925781,0.1697227954864502
13,29,0.0003795623779296875,0.17104244232177734
13,31,0.00035643577575683594,0.1717836856842041
13,33,0.00036072731018066406,0.1716151237487793
13,35,0.00035834312438964844,0.17096424102783203
13,37,0.0003604888916015625,0.17009782791137695
13,39,0.0003643035888671875,0.17412042617797852
13,41,0.00036454200744628906,0.17009401321411133
13,43,0.00036454200744628906,0.17310214042663574
13,45,0.00035834312438964844,0.1702125072479248
13,47,0.00037384033203125,0.17463350296020508
13,49,0.00036525726318359375,0.17049026489257812
13,51,0.00036263465881347656,0.1708688735961914
13,53,0.00039386749267578125,0.1716454029083252
13,55,0.0003662109375,0.1707766056060791
13,57,0.00037026405334472656,0.1738722324371338
13,59,0.0003604888916015625,0.17120957374572754
13,61,0.0003662109375,0.1719362735748291
13,63,0.0003719329833984375,0.17322301864624023
13,65,0.0003619194030761719,0.17103052139282227
13,67,0.00038623809814453125,0.17375755310058594
13,69,0.0003609657287597656,0.17011213302612305
13,71,0.0003571510314941406,0.1720898151397705
13,73,0.0003647804260253906,0.17105698585510254
13,75,0.0003707408905029297,0.17239904403686523
13,77,0.0003616809844970703,0.1741476058959961
13,79,0.00037741661071777344,0.1703646183013916
13,81,0.0003724098205566406,0.17347359657287598
13,83,0.00036907196044921875,0.1719074249267578
13,85,0.00038361549377441406,0.1716630458831787
13,87,0.0003986358642578125,0.1720573902130127
13,89,0.0003619194030761719,0.17083001136779785
13,91,0.0003666877746582031,0.17038869857788086
13,93,0.0003631114959716797,0.17401814460754395
13,95,0.0003669261932373047,0.17276716232299805
13,97,0.0003657341003417969,0.17148971557617188
13,99,0.00036144256591796875,0.17266440391540527
15,1,0.0003712177276611328,0.17238450050354004
15,3,0.00037384033203125,0.17217063903808594
15,5,0.0003616809844970703,0.16995477676391602
15,7,0.0003638267517089844,0.17402052879333496
15,9,0.00036907196044921875,0.17038726806640625
15,11,0.0003600120544433594,0.1702573299407959
15,13,0.000362396240234375,0.16963553428649902
15,15,0.0003609657287597656,0.17005515098571777
15,17,0.0003731250762939453,0.17022228240966797
15,19,0.00038313865661621094,0.17205309867858887
15,21,0.00036525726318359375,0.17145228385925293
15,23,0.0003609657287597656,0.1711139678955078
15,25,0.00037169456481933594,0.17005348205566406
15,27,0.0003619194030761719,0.17268633842468262
15,29,0.0003695487976074219,0.1718578338623047
15,31,0.0003693103790283203,0.16996049880981445
15,33,0.00036525726318359375,0.1725780963897705
15,35,0.0003707408905029297,0.17262911796569824
15,37,0.0003612041473388672,0.17026662826538086
15,39,0.0003612041473388672,0.17023253440856934
15,41,0.0003669261932373047,0.17105460166931152
15,43,0.0003647804260253906,0.17322444915771484
15,45,0.0003647804260253906,0.1712207794189453
15,47,0.0003628730773925781,0.1720116138458252
15,49,0.0003638267517089844,0.17074894905090332
15,51,0.0003600120544433594,0.1707477569580078
15,53,0.0003638267517089844,0.1693875789642334
15,55,0.0003657341003417969,0.17029809951782227
15,57,0.0003643035888671875,0.17179107666015625
15,59,0.00036025047302246094,0.17022347450256348
15,61,0.0003573894500732422,0.17328810691833496
15,63,0.00035858154296875,0.17283248901367188
15,65,0.0003643035888671875,0.17161989212036133
15,67,0.00036215782165527344,0.1706082820892334
15,69,0.00037026405334472656,0.17083048820495605
15,71,0.0003695487976074219,0.17068815231323242
15,73,0.0003757476806640625,0.17111444473266602
15,75,0.0003657341003417969,0.1719677448272705
15,77,0.0003666877746582031,0.1707303524017334
15,79,0.00036644935607910156,0.17310571670532227
15,81,0.00038909912109375,0.17068099975585938
15,83,0.000370025634765625,0.1719202995300293
15,85,0.00037670135498046875,0.17270112037658691
15,87,0.0003657341003417969,0.17031526565551758
15,89,0.0003674030303955078,0.1703195571899414
15,91,0.0003719329833984375,0.1728348731994629
15,93,0.00039458274841308594,0.17058253288269043
15,95,0.0003714561462402344,0.17488956451416016
15,97,0.0003733634948730469,0.17211055755615234
15,99,0.00037288665771484375,0.1721172332763672
17,1,0.0003657341003417969,0.16971039772033691
17,3,0.00036644935607910156,0.16957497596740723
17,5,0.00038170814514160156,0.1745147705078125
17,7,0.0003650188446044922,0.17026901245117188
17,9,0.00036072731018066406,0.1694352626800537
17,11,0.00035381317138671875,0.1727283000946045
17,13,0.00036454200744628906,0.17183613777160645
17,15,0.0003714561462402344,0.17056035995483398
17,17,0.00036597251892089844,0.1716921329498291
17,19,0.0003795623779296875,0.1746222972869873
17,21,0.0003688335418701172,0.17093348503112793
17,23,0.00037479400634765625,0.1731266975402832
17,25,0.00036644935607910156,0.17322945594787598
17,27,0.0003516674041748047,0.17080450057983398
17,29,0.0003604888916015625,0.17174005508422852
17,31,0.0003685951232910156,0.17165279388427734
17,33,0.00036406517028808594,0.17100095748901367
17,35,0.0003647804260253906,0.17123627662658691
17,37,0.00035190582275390625,0.16976618766784668
17,39,0.00038051605224609375,0.1733567714691162
17,41,0.0003752708435058594,0.17070317268371582
17,43,0.00037360191345214844,0.1712963581085205
17,45,0.0003807544708251953,0.17371296882629395
17,47,0.0003681182861328125,0.17107272148132324
17,49,0.00036597251892089844,0.16939520835876465
17,51,0.0003688335418701172,0.17307710647583008
17,53,0.00036907196044921875,0.1726388931274414
17,55,0.000370025634765625,0.17481160163879395
17,57,0.0003685951232910156,0.1716630458831787
17,59,0.00036144256591796875,0.16993284225463867
17,61,0.00036787986755371094,0.17145895957946777
17,63,0.00036525726318359375,0.16994500160217285
17,65,0.0003631114959716797,0.17549538612365723
17,67,0.00036072731018066406,0.17042827606201172
17,69,0.0003559589385986328,0.1723923683166504
17,71,0.00036835670471191406,0.1700751781463623
17,73,0.0003764629364013672,0.1721503734588623
17,75,0.0003705024719238281,0.16997933387756348
17,77,0.0003628730773925781,0.17421674728393555
17,79,0.00036263465881347656,0.17440390586853027
17,81,0.0003714561462402344,0.1709740161895752
17,83,0.00036454200744628906,0.1730060577392578
17,85,0.00036454200744628906,0.17017102241516113
17,87,0.0003604888916015625,0.16999125480651855
17,89,0.0003604888916015625,0.1724684238433838
17,91,0.00036978721618652344,0.17217326164245605
17,93,0.0003688335418701172,0.17095947265625
17,95,0.0003745555877685547,0.1704089641571045
17,97,0.00036454200744628906,0.1702430248260498
17,99,0.0003643035888671875,0.17226600646972656
19,1,0.0003712177276611328,0.17000675201416016
19,3,0.00036454200744628906,0.17140889167785645
19,5,0.0003631114959716797,0.17063140869140625
19,7,0.00036787986755371094,0.17095947265625
19,9,0.0003662109375,0.17433786392211914
19,11,0.0003941059112548828,0.17401981353759766
19,13,0.00035953521728515625,0.17404866218566895
19,15,0.00036787986755371094,0.1711750030517578
19,17,0.00036406517028808594,0.17020273208618164
19,19,0.00036406517028808594,0.17572307586669922
19,21,0.00036644935607910156,0.17104768753051758
19,23,0.0003750324249267578,0.17211437225341797
19,25,0.0003643035888671875,0.16991496086120605
19,27,0.00037384033203125,0.17152976989746094
19,29,0.0003666877746582031,0.17322230339050293
19,31,0.0003600120544433594,0.17067289352416992
19,33,0.00036334991455078125,0.17073798179626465
19,35,0.000362396240234375,0.17284393310546875
19,37,0.0003643035888671875,0.17115283012390137
19,39,0.00037217140197753906,0.17197132110595703
19,41,0.00035762786865234375,0.17274951934814453
19,43,0.0003638267517089844,0.17038202285766602
19,45,0.0003628730773925781,0.1729738712310791
19,47,0.0003669261932373047,0.17140507698059082
19,49,0.0003726482391357422,0.16956114768981934
19,51,0.00037097930908203125,0.17248225212097168
19,53,0.00035572052001953125,0.17107701301574707
19,55,0.0003581047058105469,0.16967320442199707
19,57,0.0003745555877685547,0.1718614101409912
19,59,0.0003676414489746094,0.17162060737609863
19,61,0.0003693103790283203,0.1699213981628418
19,63,0.00038361549377441406,0.1732020378112793
19,65,0.0003616809844970703,0.17171835899353027
19,67,0.0003647804260253906,0.17367243766784668
19,69,0.00038552284240722656,0.17398881912231445
19,71,0.0003638267517089844,0.17055940628051758
19,73,0.00037288665771484375,0.17050957679748535
19,75,0.0003573894500732422,0.17267227172851562
19,77,0.00037598609924316406,0.17185688018798828
19,79,0.0003592967987060547,0.1720881462097168
19,81,0.00035953521728515625,0.17198586463928223
19,83,0.0003790855407714844,0.1722421646118164
19,85,0.0003581047058105469,0.17168211936950684
19,87,0.0003688335418701172,0.17171645164489746
19,89,0.0003654956817626953,0.17235636711120605
19,91,0.00037980079650878906,0.1718158721923828
19,93,0.00036907196044921875,0.1705319881439209
19,95,0.0003643035888671875,0.17136263847351074
19,97,0.0003745555877685547,0.17451763153076172
19,99,0.0003714561462402344,0.17273807525634766
21,1,0.0003674030303955078,0.1722111701965332
21,3,0.00036406517028808594,0.17162561416625977
21,5,0.00037097930908203125,0.17043828964233398
21,7,0.00036454200744628906,0.1713869571685791
21,9,0.00036144256591796875,0.17095685005187988
21,11,0.00036525726318359375,0.16971564292907715
21,13,0.0003705024719238281,0.17544198036193848
21,15,0.00037670135498046875,0.17269206047058105
21,17,0.0003561973571777344,0.17097234725952148
21,19,0.0003604888916015625,0.16933751106262207
21,21,0.0003654956817626953,0.1696922779083252
21,23,0.0003600120544433594,0.17110204696655273
21,25,0.0003714561462402344,0.17490434646606445
21,27,0.000354766845703125,0.17151451110839844
21,29,0.00037217140197753906,0.17022275924682617
21,31,0.0003788471221923828,0.17012858390808105
21,33,0.00035834312438964844,0.16932272911071777
21,35,0.00036787986755371094,0.17194294929504395
21,37,0.0003681182861328125,0.17384576797485352
21,39,0.0003559589385986328,0.17154669761657715
21,41,0.0003674030303955078,0.1703176498413086
21,43,0.0003662109375,0.17025423049926758
21,45,0.000370025634765625,0.1725142002105713
21,47,0.000370025634765625,0.17413616180419922
21,49,0.0003609657287597656,0.17203092575073242
21,51,0.00036025047302246094,0.17315077781677246
21,53,0.0003643035888671875,0.17154550552368164
21,55,0.00036263465881347656,0.17145824432373047
21,57,0.00035381317138671875,0.17384958267211914
